ID,Title
36162,"Bumptrees for Efficient Function, Constraint, and Classification Learning,"
36167,Exploiting Model Uncertainty Estimates for Safe Dynamic Control Learning.
36620,Towards a better understanding of memory-based and bayesian classifiers.
36802,The data association problem when monitoring robot vehicles using dynamic belief networks.
37483,Learning approximate control rules of high utility.
37541,Parity: the problem that won\'t go away.
37879,"(1997) Variational methods for inference and estimation in graphical models. Unpublished doctoral dissertation,"
37884,Hidden Markov decision trees.
37888,Stochastic simulation algorithms for dynamic probabilistic networks.
37998,"Combining Top-down and Bottom-up Techniques in Inductive Logic Programming,"
38000,Inducing logic programs without explicit negative examples.
38205,Competitive environments evolve better solutions for complex tasks.
38480,Learning to achieve goals.
38537,"Bayesian Statistics 4,"
38722,Learning probabilistic automata with variable memory length.
38771,"Improving the quality of automatic DNA sequence assembly using fluorescent tracedata classifications. In States, D.J.,"
38829,From Design Experiences to Generic Mechanisms: Model-Based Learning in Analogical Design.
38839,"A Model of Creative Understanding,"
38845,Opportunistic Reasoning: A Design Perspective.
38846,"Explaining Serendipitous Recognition in Design,"
39124,The utility of feature weighting in nearest-neighbor algorithms.
39126,Toward optimal feature selection.
39127,Estimating attributes: Analysis and extension of relief.
39130,Average-case analysis of a nearest neighbour algorithm.
39131,Oblivious decision trees and abstract cases.
39165,Efficient learning of selective Bayesian network classifiers.
39199,Unsupervised learning by convex and conic coding.
39210,Pattern analysis and synthesis in attractor neural networks.
39403,Auto-exploratory av-erage reward reinforcement learning.
39474,"Simulated annealing for hard satisfiability problems. In, Workshop Notes from the 1993 DIMACS Challenge. FINDING HARD INSTANCES OF THE SATISFIABILITY PROBLEM 17"
39890,A theory of inferred causation.
39904,Performance Prediction of Large MIMD Systems for Parallel Neural Network Simulations.
40124,MacKay (1995). Probabilistic networks: new models and new methods.
40125,Neal (1997). Monte Carlo Implementation of Gaussian Process Models for Bayesian Regression and Classification.
40131,Comparison of neural net and conventional techniques for lighting control.
40135,"""Refining PID controllers using neural networks,"""
40151,"Hoeffding Races: Accelerating Model Selection Search for Classification and Function Approximation,"
40583,Wavelet Tresholding via a Bayesian Approach.
40605,Nonlinear wavelet shrinkage with Bayes rules and Bayes factors.
40886,Generalisation performance of backpropagation learning on a syllabification task.
40922,An optimal weighting criterion of case indexing for both numeric and symbolic attributes.
41216,"""A simple algorithm that discovers efficient perceptual codes,"" in Computational and Psychophysical Mechanisms of Visual Coding,"
41417,"Case-based Acquisition of User Preferences for Solution Improvement in Ill-Structured Domains,"
41666,Separating formal bounds from practical performance in learning systems.
41714,"Cliff (1993). ""Issues in evolutionary robotics,"" From Animals to Animats 2 (Ed."
41732,Emergent control and planning in an autonomous vehicle.
42156,"""Models of Parallel Adaptive Logic,"""
42207,Asking questions to minimize errors.
42209,"""Learning unions of two rectangles in the plane with equivalence queries"","
42221,Composite geometric concepts and polynomial predictability.
42847,Power system security margin prediction using radial basis function networks.
42848,Evolving Fuzzy Prototypes for Efficient Data Clustering.
43165,Natural language grammatical inference: A comparison of recurrent neural networks and machine learning methods.
43186,"""Learning Feature-based Semantics with Simple Recurrent Networks,"""
43639,"Field, ""Natural image statistics and efficient coding"","
43698,Dirichlet mixtures: A method for improving detection of weak but significant protein sequence homology. COS.
44017,Learning decision lists using homogeneous rules.
44121,"""Factor graphs and algorithms,"""
44368,"""Using Problem Generators to Explore the Effects of Epistasis,"""
44455,Har-vey (1993) Evolving Visually Guided Robots.
44514,The observer\'s paradox: Apparent computational complexity in physical systems.
45052,Bayesian model averaging.
45061,Bias and the quantification of stability.
45188,"A bound on the error of Cross Validation using the approxima-tion and estimation rates, with consequences for the training-test split."
45189,An experimental and theoretical comparison of model selection methods.
45212,Gain adaptation beats least squares.
45533,Priority ASOCS.
45599,Grounding robotic control with genetic neural net-works.
45603,Symbiotic Evolution of Neural Networks in Sequential Decision Tasks.
45605,"""Learning and evolution in neural networks,"""
46079,A sequential niche technique for multimodal function optimization.
46431,"Growing Simpler Decision Trees to Facilitate Knowledge Discovery,"
46452,Incremental reduced error pruning.
46468,A statistical approach to decision tree modeling.
46470,On the Boosting Ability of Top-Down Decision Tree Learning Algorithms.
46476,"A counter example to the stronger version of the binary tree hypothesis,"
46491,constructive induction of M-of-N concepts for discriminators in decision trees.
46500,Learning complex boolean functions : Algorithms and applications.
46501,Decision graphs an extension of decision trees.
46536,Goal-directed Classification Using Linear Machine Decision Trees.
46547,Constructing conjunctive tests for decision trees.
46887,(1991) Learning Polynomial functions by feature Construction.
47570,Justification structures for document reuse.
47682,Martinez (1993). Using Precepts to Augment Training Set Learning.
47683,An Incremental Learning Model for Commonsense Reasoning.
47684,An Efficient Metric for Heterogeneous Inductive Learning Applications in the Attribute-Value Language.
47839,Algorithms for partially observable markov decision processes.
48066,(1998) Pruning decision trees with misclassification costs.
48075,"(1997) Adaptive fraud detection. Data Mining and Knowledge Discovery,"
48550,Identification and control of nonlinear systems using neural network models: Design and stability analysis.
48555,Feedback stabilization using two-hidden-layer nets.
48764,Incremental evolution of complex general behavior.
48766,Discovering complex Othello strategies through evolutionary neural networks.
48768,(in press). Evolving Neural Networks to Play Go.
48781,Optimal and asymptotically optimal equi-partition of rectangular domains via stripe decomposition.
49482,Topography and ocular dominance: A model exploring positive correla-tions.
49660,Feature subset selection as search with probabilistic estimates.
49720,Bayesian Experimental Design: A Review.
49753,Bayesian Design of Experiments for the Linear Model.
49811,Estimating the accuracy of learned concepts.
49843,"Fossil: A robust relational learner""."
49844,A comparison of pruning methods for relational concept learning.
49847,Top-down pruning in relational learn-ing.
49895,The origins of Inductive Logic Programming: A prehistoric tale.
50336,Computing upper and lower bounds on likelihoods in intractable networks.
50337,Jordan (1996b). Recursive algorithms for approximating proba-bilities in graphical models.
50354,Backpropagation can give rise to spurious local minima even for networks without hidden layers.
50381,Training algorithms for hidden Markov models using entropy based distance functions.
50807,Unsupervised learning with the soft-means algorithm.
50838,"""Clustering learning tasks and the selective cross-task transfer of knowledge"","
50980,(1996) Parametric design problem solving.
51045,"Experiments with a regression-based causal induction algorithm. EKSL memo number 94-33,"
51049,"Causal inference, path analysis, and recursive structural equations models."
51052,A statistical semantics for causation.
51180,On the learnability and usage of acyclic probabilistic finite automata.
51831,"Using Prior Knowledge in a NNDPA to Learn Context-Free Languages,"
51834,Representing and restructuring domain theories: A constructive induction approach.
51866,Bias-driven revision of logical domain theories.
51879,"""Combining Connectionist and Symbolic Learning to Refine Certainty Factor Rule Bases,"""
51909,Automated refinement of first-order horn-clause domain theories.
51934,"optimize, analyze, repeat (SOAR): Application of neural network tools to ECG patient monitoring."
52000,"RADIAL BASIS FUNCTIONS: L p -Approximation orders with scattered centres, Preprint. APPROXIMATION FROM PERTURBED SHIFTS 35"
52003,"Approximation by scattered shifts of a radial basis function,"
52007,"An upper bound on the approximation power of principal shift-invariant spaces,"
52515,Unsupevised learning of distributions on binary vectors using two-layer networks.
52784,An empirical evaluation of bagging and boosting.
52835,On biases estimating multi-valued attributes.
52847,Rule-based machine learning methods for function prediction.
53942,Simplifying decision trees: A survey.
54129,Strongly Typed Genetic Programming.
54131,"An Analysis of Genetic Programming,"
54132,Causality in genetic programming.
54550,Analysis and empirical studies of derivational analogy.
54844,A Model of Bias Learning.
55403,"R.S. and Imam, I.F. On Learning Decision Structures."
55770,The case for cases: a call for purity in case-based reasoning.
55801,Within the letter of the law: planning among multiple cases.
55968,"""Reinforcement learning in the multi-robot domain"","
56112,"Grefenstette (1990). ""Simulation-assisted learning by competition: Effects of noise differences between training model and target environment,"""
56115,Improving tactical plans with genetic algorithms.
56119,Using a genetic algorithm to learn strategies for collision avoidance and local navigation.
56167,Refining conversational case libraries.
56708,Alecsys and the autonomouse: Learning to control a real robot by distributed classifier systems.
56709,"""Genetic and Non-Genetic Operators in Alecsys,"""
57119,Finding opponents worth beating: Methods for competitive co-evolution.
57764,"""Inductive Learning by Selection of Minimal Complexity Representations,"""
57773,Scheduling and mapping: Software pipelining in the presence of structural hazards.
57922,A note on learning from multiple--instance examples.
57932,"A comparison of dynamic reposing and tangent distance for drug activity prediction,"
57948,PAC learning axis-aligned rectangles with respect to product distributions from multiple-instance examples.
58268,"The Expandable Split Window Paradigm for Exploiting Fine-Grain Parallelism,"
58436,Intelligent model selection for hillclimbing search in computer-aided design.
58453,"""Intelligent Gradient-Based Search of Incompletely Defined Design Spaces""."
58454,Ellman. Learning prototype-selection rules for case-based iterative design.
58540,Explanation-based learning and reinforcement learning: A unified approach.
58552,"Hampshire (1992), A Differential Theory of Learning for Statistical Pattern Recognition with Connectionist Models,"
58758,"Job Shop Scheduling with Genetic Algorithms,"
59045,Prediction games and arcing algorithms.
59244,Explaining anomalies as a basis for KB refinement.
59626,General bounds on statistical query learning and PAC learning with noise via hypothesis boosting.
59715,"""Genetic Programming Exploratory Power and the Discovery of Functions,"""
59772,Serial and parallel multicategory discrimination.
59798,Pattern recognition via linear programming: Theory and application to medical diagnosis.
60159,CuPit | a parallel language for neural algorithms: Language reference and tutorial.
60169,"A parallel programming model for irregular dynamic neural networks. In W.K. Giloi,"
60170,Connection pruning with static and adaptive pruning schedules.
60560,"Globally convergent inexact Newton methods,"
60682,Dynamically adjusting concepts to accommodate changing contexts.
61069,Tracking the red queen: Measurements of adaptive progress in co-evolutionary simulations.
61073,Evolution of Homing Navigation in a Real Mobile Robot.
61312,Evolutionary wanderlust: Sexual selection with directional mate preferences.
61417,An Efficient Subsumbtion Algorith for Inductive Logic Programming.
62274,A comparison of new and old algorithms for a mixture estimation problem.
62329,"Automatic Definition of Modular Neural Networks. Adaptive Behavior,"
62333,"Robust Sound Localization: An Application of an Auditory Perception System for a Humanoid Robot,"
62347,Embodiment and manipulation learning process for a humanoid hand.
62389,"""New roles for machine learning in design,"""
62417,Free energy coding.
62607,Generalization of Clauses under Implication.
62634,"""A Study in Program Response and the Negative Effects of Introns in Genetic Programming,"""
62676,Nonsmooth dynamic simulation with linear programming based methods.
62718,An enhancer for reactive plans.
63477,Efficient feature selection in conceptual clustering.
63486,"""Evaluation and Selection of Biases in Machine Learning,"""
63549,A practical Monte Carlo implementation of Bayesian learning.
63812,FLARE: Induction with Prior Knowledge.
63832,"Schultz (1994). ""An evolutionary approach to learning in robots,"" Machine Learning Workshop on Robot Learning,"
63835,A heuristic approach to the discovery of macro-operators.
63915,Learning the past tense of english verbs: the symbolic pattern associators vs. connectionist models.
63931,Combining FOIL and EBG to speedup logic programs.
64271,"(1992) Generic Teleological Mechanisms and their Use in Case Adaptation,"
64319,Improved noise-tolerant learning and generalized statistical queries.
64484,Learning from an automated training agent.
64519,"Utilization Filtering: a method for reducing the inherent harmfulness of deductively learned knowledge,"
65057,Abduction as belief revision.
65074,"Rank-based systems: A simple approach to belief revision, belief update, and reasoning about evidence and actions."
65212,Bayesian training of backpropagation networks by the hybrid monte carlo method.
65650,Predicting nearly as well as the best pruning of a decision tree.
65653,Pessimistic Decision Tree Pruning Based on Tree Size.
66556,"""The Schema Theorem and Price\'s Theorem,"""
66563,"An experimental analysis of schema creation, propagation and disruption in genetic programming."
66564,Genetic programming with one-point crossover.
66594,Automatic Parameter Selection by Minimizing Estimated Error.
66596,"``Beyond Correlation: Bringing Artificial Intelligence to Event Data,\'\' International Interactions,"
66751,A polynomial-time algorithm for the phylogeny problem when the number of character states is fixed.
66782,Using qualitative models to guide inductive learning.
66794,Automated decomposition of model-based learning problems.
66805,On genetic algorithms.
66809,Reinforcement learning by probability matching.
66982,Learning generative models with the up-propagation algorithm.
66986,Learning continuous attractors in recurrent networks.
66990,Generative models for discovering sparse distributed representations.
67245,"Priming, perceptual reversal, and circular reaction in a neural network model of schema-based vision,"
67246,VISOR: Schema-based scene analysis with structured neural networks.
67292,"DeVeaux Radial Basis Functions for Process Control,"
67415,On the learnability of discrete distributions.
67584,"(1992) ""Hyperparameter estimation in Dirichlet process mixture models,"" ISDS Discussion Paper #92-A03,"
67633,"Brian ""Case-based Planning with a High-Performance Parallel Memory,"""
68115,Combining Inductive Learning with Prior Knowledge and Reasoning.
68224,Invariant face and object recognition in the visual system.
68463,"Cost-Sensitive Feature Reduction Applied to a Hybrid Genetic Algorithm,"
68495,PAC-learning PROLOG clauses with or without errors.
68505,On learning conjunctions with malicious noise.
69198,"Learning complex, extended sequences using the principle of history compression."
69284,"An overview of genetic algorithms: Part 1, fundamentals."
69296,"""Measures for performance evaluation of genetic algorithms,"""
69392,Forecasting electricity demand using a mixture of nonlinear experts.
69397,Dynamical selection of learning algorithms.
69418,(1995) Constructive Algorithms for Hierachical Mixtures of Experts.
70281,"""Extracting tree-structured representations of trained networks,"""
70441,Case-based seeding for an interactive crisis response assistant.
70442,Learning to Predict User Operations for Adaptive Scheduling.
70444,A framework of knowledge acquisition and iterative revision for schedule improvement and reactive repair.
70520,"""Using Local Trajectory Optimizers to Speed Up Global Optimization in Dynamic Programming,"""
70970,Evolution of non-deterministic incremental algorithms as a new approach for search in state spaces.
71336,"Computation and Psychophysics of Senso-rimotor Integration,"
71736,"(1998) ""Sequential importance sampling for nonparametric Bayes models: The next generation"","
71904,"""Free energy minimization algorithm for decoding and cryptanalysis"","
72056,Mbp on t0: mixing floating- and fix-point formats in bp learning.
72101,Constructive learning of recurrent neural networks.
72406,A comparison of direct and model-based reinforcement learning.
72805,Profile-driven instruction level parallel scheduling with application to super blocks.
72908,Applications of a logical discovery engine.
73119,A defect in Dempster-Shafer theory.
73146,A Bayesian approach to learning Bayesian networks with local structure.
73162,"""Causal diagrams for experimental research,"""
73323,A Case-based Approach to Reactive Control for Autonomous Robots.
73327,D.B. Leake. Modeling Case-based Planning for Repairing Reasoning Failures.
73712,"Approximation from shift-invariant subspaces of L 2 (IR d ), CMS TSR #92-2,"
73972,Improving Competence by Integrating Case-Based Reasoning and Heuristic Search.
74427,A self-organizing binary decision tree for incrementally defined rule based systems.
74698,An event-based abductive model of update.
74700,Iterated revision and minimal revision of conditional beliefs.
74749,Probably approximately optimal satisfic-ing strategies.
74821,Regression shrinkage and selection via the lasso.
74920,Some remarks on Scheiblechner\'s treatment of ISOP models.
74921,A characterization of monotone unidimensional latent variable models.
74937,"A survey of theory and methods of invariant item ordering. To appear,"
74975,Towards more creative case-based design systems.
75121,(192). The Utility of Knowledge in Inductive Learning.
75318,"Input to state stabilizability of nonlinear systems. in preparation. [10] , A smooth converse Lyapunov theorem in a form suitable for various results on control design."
75674,Exloration bonuses and dual control.
75691,Semilinear predictability minimization produces well-known feature detectors.
75693,Reinforcement learning with self-modifying policies.
75694,"Shifting inductive bias with success-story algorithm, adaptive Levin search, and incremental self-improvement."
75695,Unsupervised discrimination of clustered data via optimization of binary information gain.
75969,Employing linear regression in regression tree leaves.
75972,"`Overcoming the myopia of inductive learning algorithms with relieff\',"
75983,"""An analytical framework for local feedforward networks,"""
77108,Construction of phylogenetic trees.
77112,"A six-point condition for ordinal matrices,"
77438,The BATmobile: Towards a Bayesian automated taxi.
77515,"Long. Prediction, learning, uniform convergence, and scale-sensitive dimensions,"
77758,On estimation of a probability density function and mode.
77826,Merge Strategies for Multiple Case Plan Replay.
77829,Rationale-supported mixed-initiative case-based planning.
78508,"Canonical momenta indicators of financial markets and neocortical EEG,"
78511,"Genetic Algorithms and Very Fast Reannealing: A Comparison,"
78549,P.L. (1995) Path-integral evolution of chaos embedded in noise:
78552,"Statistical mechanics of combat with human factors,"
78555,"Statistical mechanics of nonlinear nonequilibrium financial markets,"
78557,"and T.M. Barnhill, Application of statistical mechanics methodology to term-structure bond-pricing models,"
78994,Adaptive tuning of numerical weather prediction models: Randomized GCV in three and four dimensional data assimilation.
79809,MML and Bayesianism: similarities and differences.
79817,Bayesian and information-theoretic priors for Bayesian network parameters.
80491,"""The parallel projection operators of a nonlinear feedback system,"""
80515,On the computation of the induced L 2 norm of single input linear systems with saturation.
80656,"Perceptual Development and Learning: From Behavioral, Neurophysiological and Morphological Evidence to Computational Models."
81350,Learning to use selective attention and short-term memory in sequential tasks.
81714,"Evolving representations of design cases and their use in creative design, Preprints Computational Models of Creative Design."
81722,"Emergent behaviour in co-evolutionary design,"
82087,"(1997b) Probabilistic Modeling for Combinatorial Optimization,"
82090,"(1997) MIMIC: Finding Optima by Estimating Probability Densities,"
82098,Hill Climbing with Learning (An Abstraction of Genetic Algorithm).
82664,"Learning Adaptation Strategies by Introspective Reasoning about Memory Search,"
82666,Goal-Driven Learning.
82920,"""A Survey of Evolutionary Strategies,"""
83449,Context-based similarity applied to retrieval of relevant cases.
83461,DLAB: A declarative language bias formalism.
83725,Explanations of empirically derived reactive plans.
83746,"Experiments with the cascade-correlation algorithm. Microcomputer Applications,"
83826,Redish. Beyond the Cognitive Map: Contributions to a Computational Neu-roscience Theory of Rodent Navigation.
83847,Representation of spatial orientation by the intrinsic dynamics of the head-direction cell ensemble: a theory.
84020,Classifiers: A theoretical and empirical study.
84021,Learning Concept Classification Rules Using Genetic Algorithms.
84459,Rieger (1996). Learning concepts from sensor data of a mobile robot.
84695,Nonlinear component analysis as a kernel eigenvalue problem.
85299,Learning by error-driven decomposition.
85324,The optimal number of learning samples and hidden units in function approximation with a feedforward network.
85352,"""Evolution in Time and Space: The Parallel Genetic Algorithm."" In Foundations of Genetic Algorithms,"
85449,A hypothesis-driven constructive induction approach to expanding neural networks.
85452,Constructive induction using a non-greedy strategy for feature selection.
85688,Finding new rules for incomplete theories: Explicit biases for induction with contextual information.
86258,"""The weighted majority algorithm"","
86359,"Evolving Optimal Populations with XCS Classifier Systems,"
86840,Learning active classifiers.
86923,"Asymptotic stabilization implies feedback stabilization,"
87363,Automated synthesis of computational circuits using genetic programming.
87417,"""Using Modeling Knowledge to Guide Design Space Search""."
87482,A multi-chip module implementation of a neural network.
87915,On the complexity of conditional logics.
88356,Learning limited dependence Bayesian classifiers.
89308,Focusing Construction and Selection of Abductive Hypotheses.
89335,Utilising explanation to assist the refinement of knowledge-based systems.
89416,Rational belief revision (preliminary report).
89547,Rigorous learning curve bounds from statistical mechanics.
90470,"""The Automated Mapping of Plans for Plan Recognition,"""
90655,A Transformation for Implementing Localist Neural Networks.
90888,"GAL : Networks that grow when they learn and shrink when they forget,"
91038,Learning stochastic feedforward networks.
91581,Finding overlapping distributions with MML.
91852,Model-Based Learning of Structural Indices to Design Cases.
91853,Innovation in Analogical Design: A Model-Based Approach.
91975,Learning curves bounds for Markov decision processes with undiscounted rewards.
92065,Adaptive regularization.
92589,Learning Bayesian networks using feature selection.
93273,Noise-tolerant parallel learning of geometric concepts.
93318,Discovering Structure in Multiple Learning Tasks: The TC Algorithm.
93320,A hybrid model for learning sequential decision making.
93555,Multiple network systems (MINOS) modules: Task division and module discrimination.
93755,Learning one-dimensional geometric patterns under one-sided random misclassification noise.
93923,Inductive constraint logic and the mutagenesis problem.
94229,Symbolic representation of neural networks.
94416,Efficient theta-subsumption based on graph algorithms.
94639,"Data Structures and Genetic Programming,"
94641,Complexity Compression and Evolution.
94713,Update rules for parameter estimation in bayesian networks.
94953,Rates of convergence of approximation by translates. A.I.
95188,"Kritik: An early case-based design system. In Maher, M.L. & Pu,"
95198,"Creative design: reasoning and understanding. In Leake, D.B."
95225,Learning arithmetic read-once formulas.
95435,Incremental methods for computing bounds in partially observable Markov decision processes.
95579,Hierarchical reinforcement learning with the MAXQ value function decomposition.
95586,Roles of macro-actions in accelerating reinforcement learning.
95588,Reinforcement learning with hierarchies of machines.
95589,Planning with closed-loop macro actions.
95594,Scaling reinforcement learning algorithms by learning variable temporal resolution models.
95597,"(in preparation) ""Between MDPs and semi-MDPs: learning, planning, and representing knowledge at multiple temporal scales."""
95642,"""Case-based Reactive Navigation: A case-based method for on-line selection and adaptation of reactive control parameters in autonomous robotic systems"","
95718,Developments in probabilistic modelling with neural networks| ensemble learning.
95719,Choice of basis for the Laplace approximation.
96335,Geometry in learning.
96845,"""Evolution-based Discovery of Hierarchical Behaviors,"""
96847,Generality versus size in genetic programming.
96851,"""Balancing Accuracy and Parsimony in Genetic Programming,"""
97377,Induction of one-level decision trees.
97390,"On the Virtues of Parameterized Uniform Crossover,"
97645,"""A genetic algorithm for the assembly line balancing problem"","
97892,Correcting imperfect domain theories: A knowledge-level analysis.
98693,A study of crossover operators in genetic programming.
98698,Adaptive strategy selection for concept learning.
99023,"A fast txed-point algorithm for independent component analysis,"
99025,Neuronal goals: Efficient coding and coincidence detection.
99030,"""The Nonlinear PCA learning rule and signal separation mathematical analysis""."
100197,Neural networks and statistical models.
100701,M.L. (1996) Design by Interactive Exploration Using Memory-Based Techniques.
100935,User\'s Guide to the PGAPack Parallel Genetic Algorithm Library Version 0.2.
100961,Adaptive parameter pruning in neural networks.
101143,Issues in goal-driven explanation.
101145,"Abduction, experience, and goals: A model of everyday abductive explanation."
101261,Optimality and domination in repeated games with bounded players.
101263,Efficient algorithms for learning to play repeated games against computationally bounded adversaries.
101660,Extraction of meta-knowledge to restrict the hypothesis space for ILP systems.
101662,Learning from positive data.
101811,Page. A learnability model for universal representations.
102061,Simulating quadratic dynamical systems is Pspace-complete.
102406,Learning sparse perceptrons.
102879,Learning under persistent drift.
102884,Robust Trainability of Single Neurons.
102938,A Neural Architecture for a High-Speed Database Query System.
102939,A Neural Network Architecture for Syntax Analysis.
103430,Input to state stabilizability for parameterized families of systems.
103482,"Trading spaces: computation, representation and the limits of learning."
103515,The royal road for genetic algorithms: fitness landscapes and genetic algorithm performance.
103528,Adapter: an integrated diagnostic system combining case-based and abductive reasoning.
103529,On the usefulness of re-using diagnostic solutions.
103531,A performance model for knowledge-based systems.
103537,Discovering structure in continuous variables using Bayesian networks.
103543,"Markov chain Monte Carlo methods based on ""slicing"" the density function."
104840,An optimized theory revision module.
105057,"Bias, variance, and error correcting output codes for local learners."
105856,Vapnik-Chervonenkis dimension of neural nets. The Handbook of Brain Theory and Neural Networks (M.
105865,"Statistical ideas for selecting network architectures. Invited Presentation,"
105899,A mixture model system for medical and machine diagnosis.
106590,"Accounting for context in plan recognition, with application to traffic monitoring."
107177,Learning to order things.
107251,Continuous-valued Xof-N attributes versus nominal Xof-N attributes for constructive induction: a case study.
107252,A comparison of constructive induction with different types of new attribute.
107569,"""Using generative models for handwritten digit recognition"","
108047,Strongly typed genetic programming in evolving cooperation strategies.
108962,"""Bucket elimination: A unifying framework for probabilistic inference,"""
108963,"""Topological parameters for time-space tradeoff,"""
108974,Global conditioning for probabilistic inference in belief networks.
108983,Exploiting causal independence in Bayesian network inference.
109323,"""Estimating Bayes factors via posterior simulation with the Laplace-Metropolis estimator,"""
110041,Generation gaps revisited.
110162,Case-based similarity assessment: Estimating adaptability from experience.
110163,Learning to integrate multiple knowledge sources for case-based reasoning.
110164,A case study of case-based CBR.
111676,Goal-based explanation evaluation.
111770,Efficient estimation for the Cox model with interval censoring.
111866,On Learning from Noisy and Incomplete Examples.
112099,Massively parallel matching of knowledge structures.
112378,Data-oriented methods for grapheme-to-phoneme conversion.
112787,Structure oriented case retrieval. Fourth German Workshop on Case-Based Reasoning: System Development and Evaluation (pp.
112813,REPRO: Supporting flowsheet design by case-based retrieval.
114189,Searching for dependencies in bayesian classifiers.
114308,The role of forgetting in learning.
114966,"A Next Generation Neurally Based Autonomous Road Follower,"
115188,Inversion in time.
116021,"Improving Generalization with Active Learning,"
116081,(1995) Induction of decision trees using RELIEFF.
116084,"(1995) Linear space induction in first order logic with RELIEFF,"
116087,"(1995) Discretization of continuous attributes using ReliefF,"
116512,(1993) Presynaptic and postsynatic competition in models for the development of neuromuscular connections.
116528,Selection of Relevant Features in Machine Learning.
116545,Duplication of coding segments in genetic programming.
116552,"Empirical studies of the genetic algorithm with non-coding segments,"
116553,A survey of intron research in genetics.
116790,Sequential update of Bayesian network structure.
117315,Evolving cooperation strategies.
117316,A simulation of adaptive agents in a hostile environment.
117328,Functional representation as design rationale.
118079,The Neural Network House: An overview.
118259,"Emergent Hierarchical Control Structures: Learning Reactive/Hierarchical Relationships in Reinforcement Environments,"
118260,"Learning Hierarchical Control Structures for Multiple Tasks and Changing Environments,"
118424,"Routing in Optical Multistage Interconnection Networks: a Neural Network Solution,"
118435,"D.M. Chiarulli, Predictive Control of Opto-Electronic Reconfigurable Interconnection Networks using Neural Networks,"
118436,"D.M. Chiarulli, On-Line Prediction of Multiprocessor Memory Access Patterns,"
118558,Predictive Q-routing: A memory-based reinforcement learning approach to adaptive traffic control.
118559,On--line adaptation of a signal predistorter through dual reinforcement learning.
118682,Learning Goal Oriented Bayesian Networks for Telecommunications Management.
118873,Constructive neural network learning algorithms for multi-category classification.
119686,Analysis of decision boundaries generated by constructive neural network learning algorithms.
119712,Feature subset selection using a genetic algorithm.
119761,"Learning from examples, agent teams and the concept of reflection."
119956,"A.C. Tsoi, A.D. Back, ""Function approximation with neural networks and local methods: bias, variance and smoothness"","
120013,From isolation to cooperation: An alternative view of a system of experts.
120039,"R.M. Cameron-Jones (1994), Exploring a Framework for Instance Based Learning and Naive Bayesian Classifiers,"
120084,An Efficient Computational Model of Human Visual Attention.
120817,Control of selective visual attention:
121792,Discrete-time transitivity and accessibility: analytic systems.
123556,"Backpropagation Separates when Perceptrons Do,"
123825,"Growing Cell Structures A Self-Organizing Network for Unsupervised and Supervised Learning,"
124064,An upper bound on the loss from approximate optimal value functions.
124224,"Behavior near zero of the distribution of GCV smoothing parameter estimates for splines,"
124296,Investigating the value of a good input representation.
124734,On learning visual concepts and DNF formulae.
124828,"""Ensemble training: Some recent experiments with postal zip data,"""
124952,"Efficient Inference in Bayes Nets as a Combinatorial Optimization Problem,"
126128,DNA sequence classification using compression-based induction.
126793,Geyer. Markov chain Monte Carlo maximum likelihood.
126867,a platform for emergencies management systems.
126868,"""Planning in a Complex Real Domain"","
126909,"(1997) ""Analysis of a non-reversible Markov chain sampler"","
126912,Continuous sigmoidal belief networks trained using slice sampling.
126920,Auxilliary variable methods for Markov chain Monte Carlo with applications.
126926,"(1995) ""Suppressing random walks in Markov chain Monte Carlo using ordered overrelaxation"","
126927,Convergence Rates of Markov Chains.
127033,"""Learning robot behaviors using genetic algorithms,"""
127940,TRAINREC: A System for Training Feedforward and Simple Recurrent Networks Efficiently and Correctly.
128202,Learning rules with local exceptions.
128203,Learning hierarchical rule sets.
128383,"""Using case-based reasoning to acquire user scheduling preferences that change over time,"""
128540,"""Adapting control strategies for situated autonomous agents."""
129042,Towards improving case adaptability with a genetic algorithm.
129045,Dynamic constraint satisfaction using case-based reasoning techniques.
129287,Phoneme probability estimation with dynamic sparsely connected artificial neural networks.
129558,A Goal-Based Approach to Intelligent Information Retrieval.
129896,Accounting for model uncertainty in survival analysis improves predictive performance (with Discussion). In Bayesian Statistics 5 (J.M.
129897,The out-of-bootstrap method for model averaging and selection.
131042,Efficient implementation of Gaussian processes for interpolation.
131117,"Learning sequential tasks by incrementally adding higher orders,"
131122,"The parallel transfer of task knowledge using dynamic learning rates based on a measure of relatedness, Connection Science Special Issue: Transfer in Inductive Systems,"
131315,Hierarchical recurrent networks for long-term dependencies.
131317,Long short-term memory.
131318,Flat minima. Neural Computation.
132806,Using marker-based genetic encoding of neural networks to evolve finite-state behaviour.
132821,The parameter-ized complexity of sequence alignment and consensus.
133550,"""State observability in recurrent neural networks,"""
133553,"""Sample complexity for learning recurrent perceptron mappings,"""
133563,Neural nets as systems models and controllers.
133566,"""Recurrent neural networks: Some systems-theoretic aspects,"" in Dealing with Complexity: a Neural Network Approach (M."
133567,"""Complete controllability of continuous-time recurrent neural networks,"""
133615,"The Estimation of Probabilities in Attribute Selection Measures for Decision Structure Induction in Proceeding of the European Summer School on Machine Learning,"
133628,Learning to classify sensor data.
134060,Efficient reinforcement learning.
134128,Learning to play the game of chess.
134199,Using Markov chains to analyze GAFOs.
134219,An overview of evolutionary computation. Euro.
134307,Generalized update: Belief change in dynamic settings.
